,battery,humidity,pressure,rf_counter,rf_total,temperature,direction,speed,f_cnt,rssi,snr,value,time
5814,90,93.5,999.5,0,3.64,14.2,56.3,0.5,5989,-105,2.8,1,2025-04-17T05:48:17.503672414Z
5815,90,93.5,1000.1,0,3.64,14.2,278.6,0.4,5990,-107,2.8,1,2025-04-17T05:53:17.488142172Z
5816,90,94,1000.1,0,3.69,14.2,284.5,0.3,5991,-106,4,1,2025-04-17T05:58:17.475630713Z
5817,90,95,999.9,0,3.69,14.2,52.6,0.6,5992,-101,6.8,1,2025-04-17T06:03:17.467035117Z
5818,90,95.5,1000,0,3.69,14.2,39.5,0.5,5993,-100,5.2,1,2025-04-17T06:08:17.465505634Z
5819,90,96,999.9,0,3.81,14.2,296.6,0.8,5994,-108,0,1,2025-04-17T06:13:17.520356979Z
5820,90,96.5,999.8,0,3.82,14.3,292.7,1,5995,-105,5.2,1,2025-04-17T06:18:17.449718744Z
5821,90,96.5,1000.2,0,3.82,14.4,59.4,0.7,5996,-106,1.8,1,2025-04-17T06:23:17.438235568Z
5822,90,95.5,1000.4,0,3.82,14.7,55.6,0.7,5998,-100,5.8,1,2025-04-17T06:33:17.422579254Z
5823,90,95,1000.6,0,3.82,14.7,180.4,0.6,5999,-103,-6.8,1,2025-04-17T06:38:17.429163097Z
5824,90,93,1000.6,0,3.82,14.8,31.4,1.3,6000,-107,2.2,1,2025-04-17T06:43:17.406639617Z
5825,90,88,1000.5,0,3.82,14.9,197.1,0.8,6001,-99,6.2,1,2025-04-17T06:48:17.418005586Z
5826,90,86.5,1000.6,0,3.82,14.9,314.3,0.9,6002,-109,1.2,1,2025-04-17T06:53:17.408536758Z
5827,90,86.5,1000.4,0,3.82,14.8,35.5,1.1,6003,-106,3,1,2025-04-17T06:58:17.404150424Z
5828,90,86.5,1000.6,0,3.82,14.8,35.9,1.1,6004,-103,-6.2,1,2025-04-17T07:03:17.38902211Z
5829,90,86.5,1000.4,0,3.82,14.8,225.3,0.7,6005,-106,0.8,1,2025-04-17T07:08:17.380110857Z
5830,93,88.5,1000.5,0,3.82,14.9,254.9,0.8,6006,-101,5.8,1,2025-04-17T07:13:17.404926529Z
5831,93,87.5,1000.5,0,3.82,15,231.8,0.7,6007,-104,-9.8,1,2025-04-17T07:18:19.598513842Z
5832,93,87.5,1000.4,0,3.82,15.3,187.1,0.6,6008,-107,2.2,1,2025-04-17T07:23:17.367954925Z
5833,93,86.5,1000.5,0,3.82,15.5,13.9,0.9,6009,-100,6,1,2025-04-17T07:28:17.365494358Z
5834,93,85,1000.5,0,3.82,15.7,217.1,0.6,6010,-108,-0.2,1,2025-04-17T07:33:17.354123264Z
5835,93,86,1000.5,0,3.82,16,21.8,0.5,6011,-110,-1.8,1,2025-04-17T07:38:17.342249172Z
5836,93,81.5,1000.5,0,3.82,16.2,236.9,0.6,6012,-108,-0.5,1,2025-04-17T07:43:17.332666944Z
5837,93,78,1000.6,0,3.82,16.5,201,0.7,6013,-109,-2,1,2025-04-17T07:48:17.327791434Z
5838,93,72.5,1000.7,0,3.82,16.9,356.2,1.5,6014,-105,-3.8,1,2025-04-17T07:53:17.324469452Z
5839,93,69.5,1000.7,0,3.82,17.5,282.2,1.8,6015,-103,-11,1,2025-04-17T07:58:17.312238959Z
5840,93,65.5,1000.6,0,3.82,18.3,297.2,0.9,6016,-105,4.5,1,2025-04-17T08:03:17.333630438Z
5841,93,60.5,1000.7,0,3.82,18.7,18.3,1.9,6017,-104,4.8,1,2025-04-17T08:08:17.301522127Z
5842,100,60.5,1000.6,0,3.82,18.1,286.5,2.2,6018,-108,3.2,1,2025-04-17T08:13:17.310189226Z
5843,100,66,1000.9,0,3.82,17.6,34,0.5,6019,-107,2.5,1,2025-04-17T08:18:17.302319396Z
5844,100,63.5,1000.9,0,3.82,17.7,297,2.6,6020,-110,-4.2,1,2025-04-17T08:23:17.332015649Z
5845,100,62,1000.9,0,3.82,17.9,316.6,1.5,6021,-111,-9,1,2025-04-17T08:28:17.283092092Z
5846,100,63.5,1001,0,3.82,17.8,331.9,1,6022,-103,3.8,1,2025-04-17T08:33:17.268901367Z
5847,100,65,1001.2,0,3.82,17.7,221.8,0.4,6023,-109,-1,1,2025-04-17T08:38:17.262105271Z
5848,100,61.5,1001.1,0,3.82,17.7,281.3,1.5,6024,-103,3.8,1,2025-04-17T08:43:17.252370062Z
5849,100,65,1001.1,0,3.82,17.8,189.1,1.6,6025,-102,1,1,2025-04-17T08:48:17.268610918Z
5850,100,67.5,1001.1,0,3.82,18,311.7,0.4,6026,-107,3.5,1,2025-04-17T08:53:17.288522932Z
5851,100,66.5,1001.2,0,3.82,18.2,331.3,0.7,6027,-112,-0.8,1,2025-04-17T08:58:17.236988382Z
5852,100,69.5,1001.3,0,3.82,18.5,292.3,0.6,6028,-109,-2.5,1,2025-04-17T09:03:17.221169538Z
5853,100,68,1001.3,0,3.82,18.3,344.8,0.7,6029,-112,0.5,1,2025-04-17T09:08:17.224744246Z
5854,100,69,1001.4,0,3.82,18,151.1,0.4,6030,-102,5.2,1,2025-04-17T09:13:17.208876277Z
5855,100,71.5,1001.5,0,3.82,17.8,245.5,1.1,6031,-103,-8,1,2025-04-17T09:18:17.280358184Z
5856,100,71.5,1001.4,0,3.82,17.6,269.2,0.6,6032,-103,6,1,2025-04-17T09:23:17.193895308Z
5857,100,72.5,1001.6,0,3.82,17.5,293.2,0.3,6033,-102,4.8,1,2025-04-17T09:28:17.233623329Z
5858,100,71.5,1001.6,0,3.82,17.5,34.6,0.8,6034,-109,0.8,1,2025-04-17T09:33:17.172979264Z
5859,100,72,1001.5,0,3.82,17.5,107.9,0.6,6035,-107,-1,1,2025-04-17T09:38:17.17692886Z
5860,100,71,1001.6,0,3.82,17.4,96.4,0.4,6036,-109,-6.2,1,2025-04-17T09:43:17.182097778Z
5861,100,71,1001.5,0,3.82,17.4,115,0.5,6037,-109,0.5,1,2025-04-17T09:48:17.173263309Z
5862,100,72,1001.5,0,3.82,17.3,3.9,0.8,6038,-109,-4.2,1,2025-04-17T09:53:17.169567907Z
5863,100,72.5,1001.6,0,3.82,17.4,359.6,0.8,6039,-104,-10.8,1,2025-04-17T09:58:17.139901858Z
5864,100,72.5,1001.5,0,3.82,17.5,27.3,0.8,6040,-108,-3.5,1,2025-04-17T10:03:17.136279006Z
5865,100,71,1001.4,0,3.82,17.8,17.4,1.1,6041,-103,3.2,1,2025-04-17T10:08:17.155649373Z
5866,100,72,1001.5,0,3.82,18,260.6,1.2,6042,-110,-1.2,1,2025-04-17T10:13:17.148997957Z
5867,100,75,1001.6,0,3.82,18.4,29,1.6,6043,-108,1.2,1,2025-04-17T10:18:17.140917937Z
5868,100,72.5,1001.6,0,3.82,19.3,256.5,1.2,6044,-111,-7.2,1,2025-04-17T10:23:17.174772357Z
5869,100,70,1001.6,0,3.82,19.8,292.6,1.2,6045,-107,-8,1,2025-04-17T10:28:17.102136884Z
5870,100,69,1001.6,0,3.82,20,311.9,1.2,6046,-110,-2.5,1,2025-04-17T10:33:17.151474615Z
5871,100,66.5,1001.6,0,3.82,20.1,9.4,1.9,6047,-104,-9.5,1,2025-04-17T10:38:17.094827618Z
5872,100,67,1001.7,0,3.82,19.4,28.2,1.7,6048,-107,3.5,1,2025-04-17T10:43:17.094341253Z
5873,100,68.5,1001.5,0,0,19.7,56.9,1,6049,-104,5,1,2025-04-17T10:48:17.120492307Z
5874,100,68.5,1001.5,0,0.01,19.8,53.2,1,6050,-111,-0.8,1,2025-04-17T10:53:17.081926204Z
5875,100,67,1001.6,0,0.01,20.1,0.3,1,6051,-108,3.5,1,2025-04-17T10:58:17.063763841Z
5876,100,66.5,1001.6,0,0.01,20.1,325.2,1.3,6052,-104,-15,1,2025-04-17T11:03:17.064166154Z
5877,100,68,1001.5,0,0.01,20,241.3,1,6053,-107,3.5,1,2025-04-17T11:08:17.042889536Z
5878,100,66.5,1001.6,0,0.01,20.7,63.6,1,6054,-102,2.8,1,2025-04-17T11:13:17.047192717Z
5879,100,60.5,1001.5,0,0.01,21.2,320.6,1.3,6055,-104,-14.5,1,2025-04-17T11:18:17.062749858Z
5880,100,60,1001.5,0,0.01,21.4,296,1.5,6056,-109,2.2,1,2025-04-17T11:23:17.046892115Z
5881,100,57,1001.4,0,0.01,21.4,317.4,1.2,6057,-104,4.2,1,2025-04-17T11:28:17.027154738Z
5882,100,58,1001.4,0,0.01,21.4,291.1,1.4,6058,-110,3.2,1,2025-04-17T11:33:17.020419342Z
5883,100,53.5,1001.5,0,0.01,21.3,323.8,1.6,6059,-109,4,1,2025-04-17T11:38:17.054752579Z
5884,100,53.5,1001.5,0,0.01,21.4,211.5,1,6060,-103,-6.2,1,2025-04-17T11:43:17.006495247Z
5885,100,53.5,1001.5,0,0.01,21.2,314.8,1.6,6061,-111,-4,1,2025-04-17T11:48:17.03475276Z
5886,100,57,1001.5,0,0.01,20.7,347.7,1.1,6062,-106,4.2,1,2025-04-17T11:53:16.987679882Z
5887,100,54,1001.4,0,0.01,21.2,288.7,1.1,6063,-104,-9,1,2025-04-17T11:58:16.979834889Z
5888,100,56.5,1001.3,0,0.01,21.2,16,1.4,6064,-104,4,1,2025-04-17T12:03:16.972960181Z
5889,100,52.5,1001.2,0,0.01,21.6,18,1.6,6065,-101,6,1,2025-04-17T12:08:16.967710586Z
5890,100,59,1001.2,0,0.01,21.9,10.7,1.1,6066,-109,1.8,1,2025-04-17T12:13:16.977414347Z
5891,100,52.5,1001.3,0,0.01,21.4,45.4,1.9,6067,-109,-0.2,1,2025-04-17T12:18:16.98626093Z
5892,100,55,1001.3,0,0.01,20.6,296.1,0.7,6068,-104,-18.5,1,2025-04-17T12:23:16.976137071Z
5893,100,54.5,1001.2,0,0.01,21.2,303.7,1.4,6069,-110,-4.5,1,2025-04-17T12:28:16.992003117Z
5894,100,52,1001.3,0,0.01,21.5,266.1,1.4,6070,-102,5.2,1,2025-04-17T12:33:16.942740386Z
5895,100,51.5,1001.3,0,0.01,21.5,349.5,1.3,6071,-104,-2.5,1,2025-04-17T12:38:16.929257289Z
5896,100,54.5,1001.3,0,0.01,20.8,319.5,0.9,6072,-104,5,1,2025-04-17T12:43:17.00563462Z
5897,100,53,1001.3,0,0.01,20.6,322.5,1.8,6073,-104,3.8,1,2025-04-17T12:48:16.917661565Z
5898,100,50.5,1001.4,0,0.01,20.3,291.3,1.6,6074,-110,-2.5,1,2025-04-17T12:53:16.917374592Z
5899,100,53.5,1001.6,0,0.01,19.9,270.9,0.7,6075,-107,1.2,1,2025-04-17T12:58:16.898517019Z
5900,100,54,1001.6,0,0.01,19.8,128.9,0.6,6076,-111,-8.2,1,2025-04-17T13:03:16.898363681Z
5901,100,53,1001.7,0,0.02,19.6,92.6,1.1,6077,-109,-0.8,1,2025-04-17T13:08:16.897594465Z
5902,100,53.5,1001.8,0,0.02,19.6,282.9,1.7,6078,-107,4.2,1,2025-04-17T13:13:16.880827396Z
5903,100,56,1002,0,0.02,19.5,185.3,1,6079,-108,4,1,2025-04-17T13:18:16.89694459Z
5904,100,56,1002.1,0,0.02,19.4,300.6,0.7,6080,-112,-2.2,1,2025-04-17T13:23:16.858064553Z
5905,100,56,1002.2,0,0.02,19.2,311.2,0.5,6081,-101,6.2,1,2025-04-17T13:28:16.880683126Z
5906,100,57,1002.2,0,0.02,18.9,181.2,1.8,6082,-109,1.2,1,2025-04-17T13:33:16.854336511Z
5907,100,56.5,1002.2,0,0.03,18.6,101.9,0.9,6083,-111,-2.8,1,2025-04-17T13:38:16.84925198Z
5908,100,57,1002.3,0,0.03,18.3,167.7,2.2,6084,-108,-3.8,1,2025-04-17T13:43:16.840339624Z
5909,100,59,1002.2,0,0.03,18.2,209.8,4.9,6085,-108,0.8,1,2025-04-17T13:48:16.890073053Z
5910,100,56.5,1002.1,0,0.04,18.1,185,4.9,6086,-101,5.8,1,2025-04-17T13:53:16.830059846Z
5911,100,57,1002.2,0,0.04,18.1,178.3,5.3,6088,-109,1,1,2025-04-17T14:03:16.81898023Z
5912,100,61.5,1002.3,0,0.04,17.9,192.8,3.1,6089,-102,5,1,2025-04-17T14:08:16.80401324Z
5913,100,66,1002.5,0,0.04,17.5,197.6,1.8,6090,-113,-3.2,1,2025-04-17T14:13:16.810175059Z
5914,100,63.5,1002.5,0,0.04,17.3,207.4,4.5,6091,-113,-3.2,1,2025-04-17T14:18:16.814172073Z
5915,100,67.5,1002.6,0,0.04,17.1,194.8,2.8,6092,-107,1.5,1,2025-04-17T14:23:16.781167851Z
5916,100,67,1002.6,0,0.04,16.9,200.8,3.7,6093,-112,-1.8,1,2025-04-17T14:28:16.798211359Z
5917,100,66,1002.6,0,0.04,17,199.6,3.5,6094,-108,-1,1,2025-04-17T14:33:16.78330264Z
5918,100,63.5,1002.6,0,0.04,17.3,185.8,3.3,6095,-108,1.5,1,2025-04-17T14:38:16.766844228Z
5919,100,65,1002.7,0,0.04,17.5,187.6,2.7,6096,-112,-1.2,1,2025-04-17T14:43:16.752335629Z
5920,100,64.5,1002.8,0,0.04,17.5,192.2,2.6,6097,-101,5.8,1,2025-04-17T14:48:16.775312246Z
5921,100,62,1002.8,0,0.04,17.4,172.4,5.4,6098,-106,3.5,1,2025-04-17T14:53:16.789248103Z
5922,100,71.5,1002.9,0,0.06,16.6,173.1,2.6,6099,-109,1.5,1,2025-04-17T14:58:16.735234308Z
5923,100,75,1003,0,0.08,15.7,193.3,3.5,6100,-104,-14,1,2025-04-17T15:03:16.727958424Z
5924,100,75.5,1003,0,0.08,15.7,167.9,2,6101,-107,-3.8,1,2025-04-17T15:08:16.717034901Z
5925,100,75,1003.2,0,0.08,15.9,312.6,0.2,6102,-100,5.5,1,2025-04-17T15:13:16.717647143Z
5926,100,74,1003.2,0,0.08,16.1,149.7,0.8,6103,-108,5,1,2025-04-17T15:18:16.724500754Z
5927,100,73,1003.2,0,0.08,16.3,347.8,0.3,6104,-104,-12.2,1,2025-04-17T15:23:16.70805092Z
5928,100,71,1003.2,0,0.08,16.5,177.5,1.2,6105,-100,5,1,2025-04-17T15:28:16.715995859Z
5929,100,71,1003.3,0,0.08,16.6,168.9,1.9,6106,-110,0.2,1,2025-04-17T15:33:16.694358303Z
5930,100,71.5,1003.3,0,0.08,16.5,179.2,1.3,6107,-104,-10.5,1,2025-04-17T15:38:16.676655343Z
5931,100,71,1003.4,0,0.08,16.6,172.8,1.2,6108,-109,-0.8,1,2025-04-17T15:43:16.682969466Z
5932,100,70.5,1003.3,0,0.08,16.7,308.4,0.3,6109,-108,-0.8,1,2025-04-17T15:48:16.680142728Z
5933,100,73.5,1003.3,0,0.08,16.6,281.6,0.6,6110,-101,5.8,1,2025-04-17T15:53:16.667825633Z
5934,100,74.5,1003.4,0,0.08,16.5,200.3,0.5,6111,-104,-16.2,1,2025-04-17T15:58:16.696897091Z
5935,100,74,1003.4,0,0.08,16.5,50.4,0.4,6112,-99,-2.8,1,2025-04-17T16:03:16.651549342Z
5936,100,74,1003.4,0,0.08,16.5,183.6,1.2,6113,-99,-2.5,1,2025-04-17T16:08:16.647942745Z
5937,100,74,1003.5,0,0.08,16.6,167.6,0.9,6114,-112,-7.2,1,2025-04-17T16:13:16.638916892Z
5938,100,73.5,1003.5,0,0.08,16.7,197.5,1,6115,-112,-3.2,1,2025-04-17T16:18:16.651837076Z
5939,100,73.5,1003.6,0,0.08,16.9,217.1,0.5,6116,-103,-15,1,2025-04-17T16:23:16.620759809Z
5940,100,74,1003.7,0,0.08,17.1,234.7,0.3,6117,-109,0,1,2025-04-17T16:28:16.618433181Z
5941,100,73,1003.7,0,0.08,17.5,218.5,0.2,6118,-100,6.5,1,2025-04-17T16:33:16.618701136Z
5942,100,71.5,1003.7,0,0.08,17.5,248.5,0.5,6119,-109,0.8,1,2025-04-17T16:38:16.604311954Z
5943,100,68.5,1003.7,0,0.08,17.4,304.9,0.4,6120,-106,-7.5,1,2025-04-17T16:43:16.599212322Z
5944,100,70,1003.9,0,0.08,17.3,318.1,0.3,6121,-101,6.2,1,2025-04-17T16:48:16.606769793Z
5945,100,70.5,1004.1,0,0.08,17.1,274.9,0.6,6122,-112,-2.5,1,2025-04-17T16:53:16.57114966Z
5946,100,72.5,1004.1,0,0.08,16.9,301,0.4,6123,-106,-6,1,2025-04-17T16:58:16.576484039Z
5947,100,73.5,1004.3,0,0.08,16.6,300.4,0.3,6125,-108,-1.2,1,2025-04-17T17:08:16.557594311Z
5948,100,74,1004.4,0,0.08,16.5,321.2,0.4,6126,-101,6,1,2025-04-17T17:13:16.546528023Z
5949,100,74,1004.3,0,0.08,16.3,302.1,0.5,6127,-108,-2.2,1,2025-04-17T17:18:16.558356006Z
5950,100,73,1004.4,0,0.08,16.2,355,0.3,6128,-103,2.2,1,2025-04-17T17:23:16.53260566Z
5951,100,73.5,1004.4,0,0.08,16,303.3,0.5,6129,-101,6.8,1,2025-04-17T17:28:16.530319931Z
5952,100,73,1004.4,0,0.08,15.8,276.3,0.5,6130,-112,-3.2,1,2025-04-17T17:33:16.548337081Z
5953,100,74.5,1004.6,0,0.08,15.6,276.8,0.4,6131,-111,-6.5,1,2025-04-17T17:38:16.527524721Z
5954,100,77.5,1004.8,0,0.08,15.1,51.7,0.4,6133,-107,0.5,1,2025-04-17T17:48:16.521119259Z
5955,100,80.5,1004.9,0,0.08,14.6,241.1,0.7,6134,-101,6.2,1,2025-04-17T17:53:16.497843987Z
5956,100,82.5,1005,0,0.08,14.3,81.7,0.3,6135,-104,-13.8,1,2025-04-17T17:58:16.490172148Z
5957,100,83.5,1005.2,0,0.08,14.1,170.4,0.9,6136,-109,1.8,1,2025-04-17T18:03:16.475001414Z
5958,100,85.5,1005.3,0,0.08,13.9,131.6,0.3,6137,-103,3.5,1,2025-04-17T18:08:16.519818416Z
5959,100,82.5,1005.4,0,0.08,14.1,141.7,1.3,6138,-108,3.5,1,2025-04-17T18:13:16.476938422Z
5960,100,78,1005.3,0,0.08,14.8,183,2,6139,-111,-0.5,1,2025-04-17T18:18:16.486809976Z
5961,100,73,1005.4,0,0.08,15.1,177.5,2.5,6140,-108,2,1,2025-04-17T18:23:16.459651313Z
5962,100,71,1005.3,0,0.08,15.3,184.6,1,6141,-108,2.8,1,2025-04-17T18:28:16.447971537Z
5963,100,74,1005.4,0,0.08,15.2,330.1,0.4,6142,-101,8,1,2025-04-17T18:33:16.45474153Z
5964,100,75.5,1005.6,0,0.08,15,325.6,0.3,6143,-111,-0.5,1,2025-04-17T18:38:16.45508119Z
5965,100,75,1005.7,0,0.08,14.8,170.8,0.6,6144,-103,4,1,2025-04-17T18:43:16.433420908Z
5966,100,75,1005.7,0,0.08,14.6,165.1,1.8,6145,-101,5.5,1,2025-04-17T18:48:16.424595403Z
5967,100,75,1005.8,0,0.08,14.4,169.6,1.7,6146,-109,1.5,1,2025-04-17T18:53:16.417569428Z
5968,100,76,1005.9,0,0.08,14.3,39.4,0.5,6147,-105,-7.5,1,2025-04-17T18:58:16.407852168Z
5969,100,75.5,1006,0,0.08,14.1,81.6,0.6,6148,-109,1.5,1,2025-04-17T19:03:16.409944847Z
5970,100,75.5,1006.1,0,0.08,14,189.6,0.7,6149,-108,1.8,1,2025-04-17T19:08:16.404840793Z
5971,100,75.5,1006.2,0,0.08,13.9,125.3,0.3,6150,-111,0,1,2025-04-17T19:13:16.43074001Z
5972,100,76.5,1006.3,0,0.08,13.9,118.5,0.2,6151,-110,0.5,1,2025-04-17T19:18:16.409653933Z
5973,100,76,1006.3,0,0.08,13.7,166.2,0.7,6152,-103,4.5,1,2025-04-17T19:23:16.404237105Z
5974,100,77,1006.1,0,0.08,13.6,192.3,0.4,6153,-101,6.2,1,2025-04-17T19:28:16.376865284Z
5975,100,77,1006.2,0,0.08,13.5,164,1.1,6154,-112,-1.8,1,2025-04-17T19:33:16.363861795Z
5976,100,78,1006.4,0,0.08,13.5,189.2,0.2,6155,-110,1.2,1,2025-04-17T19:38:16.358281256Z
5977,100,77.5,1006.4,0,0.08,13.4,261.7,0.4,6156,-108,1.2,1,2025-04-17T19:43:16.367394355Z
5978,100,77.5,1006.5,0,0.08,13.4,116.6,0.2,6157,-108,1.2,1,2025-04-17T19:48:16.356961618Z
5979,100,77.5,1006.5,0,0.08,13.4,188.3,0.3,6158,-101,6.2,1,2025-04-17T19:53:16.329786892Z
5980,100,78,1006.5,0,0.08,13.3,256.4,0.2,6159,-111,0,1,2025-04-17T19:58:16.338741042Z
5981,100,78,1006.6,0,0.08,13.3,269.6,0.3,6160,-103,5.5,1,2025-04-17T20:03:16.327515417Z
5982,100,79.5,1006.6,0,0.08,13.3,214.2,0.6,6161,-102,5.5,1,2025-04-17T20:08:16.307099385Z
5983,100,81,1006.7,0,0.08,13,272,0.4,6162,-113,-2.8,1,2025-04-17T20:13:16.309217739Z
5984,100,81,1006.8,0,0.08,12.8,262.4,0.3,6163,-112,-3.8,1,2025-04-17T20:18:16.362023529Z
5985,100,79.5,1006.8,0,0.08,12.9,192.3,0.6,6164,-103,-13.5,1,2025-04-17T20:23:16.294176876Z
5986,100,79,1006.9,0,0.08,13,219.1,0.5,6165,-107,1.8,1,2025-04-17T20:28:16.288884944Z
5987,100,77,1006.8,0,0.08,13.1,237.2,0.4,6166,-112,-4,1,2025-04-17T20:33:16.28564354Z
5988,100,77,1006.9,0,0.08,13,350.6,0.4,6167,-111,-2.8,1,2025-04-17T20:38:16.280024441Z
5989,100,78.5,1007,0,0.08,12.9,274.8,0.5,6168,-102,6,1,2025-04-17T20:43:18.472195952Z
5990,100,79,1007,0,0.08,12.7,358.4,0.2,6169,-102,4,1,2025-04-17T20:48:16.267318322Z
5991,100,80.5,1007.1,0,0.08,12.6,250.7,0,6170,-111,-0.8,1,2025-04-17T20:53:16.257236615Z
5992,100,81,1007.1,0,0.08,12.4,351.8,0.4,6171,-113,-3,1,2025-04-17T20:58:16.246519647Z
5993,100,76.5,1007,0,0.08,12.5,296.7,1.5,6172,-103,-7,1,2025-04-17T21:03:16.234029413Z
5994,100,65.5,1006.9,0,0.08,13.6,217.4,2.7,6173,-106,2.5,1,2025-04-17T21:08:16.24518343Z
5995,100,66.5,1007.1,0,0.08,13.7,202.4,1.2,6174,-110,-1,1,2025-04-17T21:13:16.235079538Z
5996,100,64.5,1006.9,0,0.08,13.6,187.9,4.5,6175,-104,-16.5,1,2025-04-17T21:18:16.250601149Z
5997,100,65,1007.1,0,0.08,13.7,202.5,2.3,6176,-106,4.2,1,2025-04-17T21:23:16.260483479Z
5998,100,67.5,1007.1,0,0.08,13.5,192.4,1,6177,-101,6.8,1,2025-04-17T21:28:16.205502993Z
5999,100,67,1007.1,0,0.08,13.3,178.5,1.2,6178,-111,-5,1,2025-04-17T21:33:16.212543676Z
6000,100,67,1007.1,0,0.08,13.3,185.2,1.2,6179,-110,-0.8,1,2025-04-17T21:38:16.202534107Z
6001,100,68,1007.1,0,0.08,13.1,210.3,0.6,6180,-104,-15,1,2025-04-17T21:43:16.198786584Z
6002,99,68,1007.2,0,0.08,12.9,170.4,1.5,6181,-108,1.2,1,2025-04-17T21:48:16.228358716Z
6003,99,68.5,1007.3,0,0.08,12.8,287.6,0.2,6182,-101,5,1,2025-04-17T21:53:16.179906551Z
6004,99,71.5,1007.3,0,0.08,12.6,2.3,0.3,6183,-109,-3.2,1,2025-04-17T21:58:16.18004952Z
6005,99,71,1007.3,0,0.08,12.7,190.9,1.4,6184,-109,1.8,1,2025-04-17T22:03:16.169007072Z
6006,99,69,1007.1,0,0.08,12.8,194.5,2.6,6185,-101,6,1,2025-04-17T22:08:16.155261365Z
6007,99,64.5,1007.1,0,0.08,13.7,195.7,1.2,6186,-111,-1.2,1,2025-04-17T22:13:16.15944539Z
6008,99,65.5,1007.3,0,0.08,13.7,181.8,1.8,6187,-112,-5.8,1,2025-04-17T22:18:16.16978536Z
6009,99,70.5,1007.3,0,0.08,12.9,190.8,1.6,6189,-110,-1.2,1,2025-04-17T22:28:16.169574714Z
6010,99,71.5,1007.4,0,0.08,12.7,153.2,0.8,6190,-100,6,1,2025-04-17T22:33:16.144107527Z
6011,99,73,1007.4,0,0.08,12.5,359.3,0.7,6191,-103,-16.2,1,2025-04-17T22:38:16.116519759Z
6012,99,74,1007.4,0,0.08,12.2,151.4,0.2,6192,-103,4.2,1,2025-04-17T22:43:16.111913088Z
6013,99,75.5,1007.6,0,0.08,12,221.5,0.6,6193,-103,5.2,1,2025-04-17T22:48:16.118072376Z
6014,97,76,1007.6,0,0.08,11.7,4.5,0.4,6194,-111,-4,1,2025-04-17T22:53:16.120915612Z
6015,97,76.5,1007.6,0,0.08,11.6,113.1,0.4,6195,-112,1,1,2025-04-17T22:58:16.096606698Z
6016,97,77.5,1007.6,0,0.08,11.5,169.3,1.5,6196,-107,-1.2,1,2025-04-17T23:03:16.086074415Z
6017,97,78,1007.6,0,0.08,11.5,173.4,1.3,6198,-111,-0.2,1,2025-04-17T23:13:16.074322196Z
6018,97,77,1007.5,0,0.08,11.5,155.8,0.9,6199,-104,-14,1,2025-04-17T23:18:16.086039095Z
6019,97,77,1007.5,0,0.08,11.6,179,0.6,6200,-102,6.2,1,2025-04-17T23:23:16.054793911Z
6020,97,77,1007.5,0,0.08,11.6,192.1,0.8,6201,-103,4,1,2025-04-17T23:28:16.051327425Z
6021,97,77.5,1007.7,0,0.08,11.5,181.4,1.7,6202,-110,0,1,2025-04-17T23:33:16.085557337Z
6022,97,78,1007.6,0,0.08,11.4,334.2,0.6,6203,-109,2.2,1,2025-04-17T23:38:16.04109896Z
6023,97,78,1007.6,0,0.08,11.4,163.5,0.7,6204,-103,-12.5,1,2025-04-17T23:43:16.03126924Z
6024,97,78.5,1007.5,0,0.08,11.4,55.6,0.5,6205,-108,1,1,2025-04-17T23:48:16.038989022Z
6025,96,77.5,1007.5,0,0.08,11.5,359,0.5,6206,-108,-4.2,1,2025-04-17T23:53:16.039553349Z
6026,96,78.5,1007.5,0,0.08,11.5,353.5,0.7,6207,-108,-2,1,2025-04-17T23:58:16.015191014Z
6027,96,78,1007.4,0,0.08,11.6,191.4,1,6208,-102,4.8,1,2025-04-18T00:03:16.013881936Z
6028,96,77.5,1007.3,0,0.08,11.8,181.1,0.6,6209,-102,6.2,1,2025-04-18T00:08:15.990235759Z
6029,96,77,1007.2,0,0.08,11.9,154.1,0.6,6210,-106,1.5,1,2025-04-18T00:13:15.992354Z
6030,96,77.5,1007.4,0,0.08,11.8,27.2,0.5,6211,-109,-0.2,1,2025-04-18T00:18:16.017815997Z
6031,96,78,1007.5,0,0.08,11.7,81.9,0.5,6212,-108,0,1,2025-04-18T00:23:15.986991085Z
6032,96,77.5,1007.6,0,0.08,11.7,200,0.3,6213,-109,1.5,1,2025-04-18T00:28:15.988342641Z
6033,96,76.5,1007.6,0,0.08,11.8,223.2,0.7,6214,-99,6.2,1,2025-04-18T00:33:15.97000899Z
6034,96,77,1007.6,0,0.08,11.7,186.7,0.7,6216,-110,0.8,1,2025-04-18T00:43:15.961482816Z
6035,96,77,1007.6,0,0.08,11.6,52.6,1.1,6217,-101,6,1,2025-04-18T00:48:15.976052079Z
6036,95,75,1007.6,0,0.08,12,191,0.7,6218,-112,-1.5,1,2025-04-18T00:53:15.971607059Z
6037,95,76,1007.6,0,0.08,11.8,142.3,0.4,6219,-108,0.2,1,2025-04-18T00:58:15.938646576Z
6038,95,77,1007.5,0,0.08,11.6,166.8,1.1,6220,-104,-16,1,2025-04-18T01:03:15.935727718Z
6039,95,78,1007.5,0,0.08,11.4,121.8,0.5,6221,-108,-1,1,2025-04-18T01:08:15.930349561Z
6040,95,80,1007.6,0,0.08,11.1,40.7,0.4,6222,-110,-3.5,1,2025-04-18T01:13:15.929101607Z
