current_time,indexers_created,indexers_malign,indexers_banned,indexers_banned_malign,inferred_truth,avg_rep_benign,avg_rep_malign,mode,fail_counter,consolidated_result
2025-06-15 18:46:06.602529220+00:00,8,0,0,0,28.15048678226993,0.9874751065550678,0.0,zonia,0,False
2025-06-15 18:47:55.789798220+00:00,8,0,0,0,28.20010342821693,0.8778338545365847,0.0,zonia,0,False
2025-06-15 18:49:16.960801220+00:00,8,0,0,0,28.096780221452953,0.8236033894771676,0.0,zonia,0,False
2025-06-15 18:51:58.047144220+00:00,8,0,0,0,27.921894851909,0.8236807797368928,0.0,zonia,0,False
2025-06-15 18:55:18.524131220+00:00,8,0,0,0,28.04917888840781,0.8209383308223193,0.0,zonia,0,False
2025-06-15 18:59:10.306480220+00:00,8,0,0,0,27.88941241014316,0.821218988667413,0.0,zonia,0,False
2025-06-15 19:10:37.768072220+00:00,8,0,0,0,27.438620339050654,0.8225838552574144,0.0,zonia,0,False
2025-06-15 19:42:55.851367220+00:00,8,0,0,0,26.817301877402436,0.8225908421635587,0.0,zonia,0,False
2025-06-15 20:16:46.650073220+00:00,8,0,0,0,26.349107336295184,0.818047455904341,0.0,zonia,0,False
2025-06-15 20:22:50.430989220+00:00,8,0,0,0,26.40993829871665,0.8189948328864265,0.0,zonia,0,False
2025-06-15 20:39:15.784864220+00:00,8,0,0,0,26.34825666563295,0.904436796545533,0.0,zonia,0,False
2025-06-15 20:51:02.978508220+00:00,8,0,0,0,25.939671504947015,0.9464332735076623,0.0,zonia,0,False
2025-06-15 21:03:47.020647220+00:00,8,0,0,0,25.803156329339373,0.9633138670427249,0.0,zonia,0,False
2025-06-15 21:23:57.714045220+00:00,8,0,0,0,25.0685488026909,0.9591160990449974,0.0,zonia,0,False
2025-06-15 21:39:21.886452220+00:00,8,0,0,0,24.84591785764112,0.9669893557102982,0.0,zonia,0,False
2025-06-15 21:41:08.172048220+00:00,8,0,0,0,24.909979657105982,0.9692996603620903,0.0,zonia,0,False
2025-06-15 21:47:59.441675220+00:00,8,0,0,0,24.693898740661403,0.9689440960413898,0.0,zonia,0,False
2025-06-15 22:04:06.213710220+00:00,8,0,0,0,24.458085646549296,0.9784983749879902,0.0,zonia,0,False
2025-06-15 22:04:46.883016220+00:00,8,0,0,0,24.215024237521956,0.9799943010227368,0.0,zonia,0,False
2025-06-15 22:15:41.845884220+00:00,8,0,0,0,24.32405885814752,0.9805483696639746,0.0,zonia,0,False
2025-06-15 22:28:34.163533220+00:00,8,0,0,0,23.721608438968605,0.9842559067670142,0.0,zonia,0,False
2025-06-15 22:38:09.132766220+00:00,8,0,0,0,23.706529740712288,0.9871229659989149,0.0,zonia,0,False
2025-06-15 22:50:03.013895220+00:00,8,0,0,0,23.60125799552352,0.9874134437880541,0.0,zonia,0,False
2025-06-15 23:04:13.257499220+00:00,8,0,0,0,23.488831598005707,0.9855519553707122,0.0,zonia,0,False
2025-06-15 23:10:34.572442220+00:00,8,0,0,0,23.460352368537766,0.9854905619843215,0.0,zonia,0,False
2025-06-15 23:21:08.005682220+00:00,8,6,0,0,59.155560228774036,0.5377332416614812,0.8149390175705088,zonia,1,False
2025-06-16 00:02:32.694491220+00:00,8,6,0,0,58.36116458636193,-0.11962537938026921,0.6785067119635079,zonia,2,False
2025-06-16 00:04:39.799048220+00:00,8,6,0,0,58.790934127507505,-0.33789624753257314,0.6524047753620724,zonia,3,False
2025-06-16 00:12:33.854824220+00:00,8,6,0,0,59.802913083553015,-0.5583138287501104,0.661782207847433,zonia,4,False
2025-06-16 00:17:56.291274220+00:00,8,6,0,0,59.592417295815366,-0.6136927346521388,0.5860394365213645,zonia,5,True
2025-06-16 00:19:35.239944220+00:00,8,6,0,0,60.556523025341306,-0.6417449468328312,0.5331068458707938,zonia,6,True
2025-06-16 00:32:11.292556220+00:00,8,6,0,0,60.217989379524965,-0.6966723545353837,0.4566646460053085,zonia,7,True
2025-06-16 00:34:15.709015220+00:00,8,6,0,0,59.78455072771496,-0.6966723545353837,0.5066083782382887,zonia,8,True
2025-06-16 00:39:33.873996220+00:00,8,6,0,0,60.71202736327909,-0.6966723545353837,0.5012335024568754,zonia,9,True
